Questionnaire Name	Account Number	Account Name	Country	CDP Region	Parent Section	Section	Row Number	Row Name	Climate Hazards	Did this hazard significantly impact your city before 2020?	Current probability of hazard	Current magnitude of hazard	Social impact of hazard overall	Most relevant assets / services affected overall	Please identify which vulnerable populations are affected	Future change in frequency	Future change in intensity	Future expected magnitude of hazard	When do you first expect to experience those changes in frequency and intensity?	Please describe the impacts experienced so far, and how you expect the hazard to impact in the future
Cities 2020	35862	City of Detroit	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	2		Extreme Precipitation > Rain storm		Medium High	Medium High		Emergency services; Residential; Water supply & sanitation		Increasing				Impact to vulnerable populations
Cities 2020	35862	City of Detroit	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	3		Extreme cold temperature > Extreme cold days		Medium	Do not know				Increasing				Impact to vulnerable populations
Cities 2020	35862	City of Detroit	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	4		Extreme Precipitation > Heavy snow		Do not know	Do not know				Increasing				Impact to vulnerable populations
Cities 2020	35862	City of Detroit	United States of America	North America	Climate Hazards and Vulnerability	Climate Hazards	5		Flood and sea level rise > Flash / surface flood		Do not know	Do not know				Increasing				Impact to vulnerable populations
Cities 2020	35863	eThekwini Municipality	South Africa	Africa	Climate Hazards and Vulnerability	Climate Hazards	1		Extreme Precipitation > Rain storm	Yes	Medium High	Medium High	Fluctuating socio-economic conditions; Increased conflict and/or crime; Increased demand for healthcare services; Increased demand for public services; Increased resource demand; Increased risk to already vulnerable populations; Migration from rural areas to cities	Emergency services; Transport; Water supply & sanitation	Children & youth; Elderly; Low-income households; Persons living in sub-standard housing; Persons with disabilities; Women & girls	Increasing	Increasing	Medium	Immediately	Durban has had about five high intensity storm events over the past few years, of which the April 2019 was the most widespread and impactful. High costs and lost of lives (just under 70).
Cities 2020	35863	eThekwini Municipality	South Africa	Africa	Climate Hazards and Vulnerability	Climate Hazards	2		Storm and wind > Storm surge	Yes	Medium	Medium	Increased demand for public services; Increased resource demand; Loss of tax base to support public services; Other, please specify: Damage to coastal property	Environment, biodiversity, forestry; Residential; Transport; Water supply & sanitation	Elderly	Increasing	None	Medium High	Immediately	During the equinox of 2007 the Durban coastal was severely impacted by a coastal storm with high storm surge causing lots of damage to public infrastructure and sea front housing.
Cities 2020	35863	eThekwini Municipality	South Africa	Africa	Climate Hazards and Vulnerability	Climate Hazards	3		Water Scarcity > Drought	Yes	Medium High	Medium High	Fluctuating socio-economic conditions; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased resource demand; Increased risk to already vulnerable populations; Migration from rural areas to cities	Environment, biodiversity, forestry; Food & agriculture; Water supply & sanitation	Children & youth; Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Women & girls	Increasing	Increasing	Medium High	Immediately	During the El Nino event of 2015, southern Africa experienced a crippling drought and this caused high food prices. Whilst Durban was less impacted than the central parts of South Africa, there were water restrictions in place.
Cities 2020	35864	Ekurhuleni Metropolitan Municipality	South Africa	Africa	Climate Hazards and Vulnerability	Climate Hazards	1		Flood and sea level rise > Flash / surface flood	No	High	High	Fluctuating socio-economic conditions; Increased risk to already vulnerable populations; Population displacement	Commercial; Emergency services; Public health; Residential; Transport	Children & youth; Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Women & girls	Increasing	Increasing	Medium	Short-term (by 2025)	
Cities 2020	35864	Ekurhuleni Metropolitan Municipality	South Africa	Africa	Climate Hazards and Vulnerability	Climate Hazards	2		Extreme hot temperature > Heat wave	Yes	Medium Low	Medium Low	Increased demand for healthcare services; Increased incidence and prevalence of disease and illness; Increased risk to already vulnerable populations	Food & agriculture; Public health; Society / community & culture; Waste management	Children & youth; Elderly; Low-income households; Persons living in sub-standard housing; Persons with chronic diseases	Increasing	Increasing	Medium	Medium-term (2026-2050)	
Cities 2020	35865	Municipality of Fortaleza	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	1		Extreme hot temperature > Heat wave	No	High	Medium High	Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased risk to already vulnerable populations	Energy; Environment, biodiversity, forestry; Public health; Water supply & sanitation	Elderly; Low-income households; Persons living in sub-standard housing	Increasing	Increasing	High	Short-term (by 2025)	O impacto de temperaturas altas e ondas de calor na cidade de Fortaleza afeta diretamente a qualidade de vida da população assim como a fauna e flora. A maior parte da população com maior vulnerabilidade às mudanças de temperatura está localizada no setor oeste da cidade, onde as condições de precariedade socioeconômica também são marcantes. Principais impactos:   Desenvolvimento da cidade - o aumento da temperatura poderá causar o aumento no númerode casos de doenças respiratórias, bem como desidratação e insolação uma vez que a temperatura média já é elevada durante todo o ano. Todos estes impactos à saúde poderão repercutir em gastos no sistema de atendimento público à saúde, assim como também poderá impactar o setor privado por conta do absenteísmo. Também é importante mencionar o risco quanto a elevação do consumo de energia com o uso de condicionadores de ar e de água. Todos estes fatores em conjunto possuem um considerável potencial de impactar o desenvolvimento da cidade de Fortaleza.  Infraestrutura - com o aumento da temperatura, possivelmente ocorrerão impactos principalmente nas infraestruturas de abastecimento de água e energia elétrica, no sentido de ficarem sobrecarregados com a demanda. Saúde - conforme já mencionado é possível que haja um aumento da demanda por atendimento nas unidades de saúde por conta de doenças respiratórias, mal-estar súbito e quadros de insolação de modo geral. A biodiversidade também sofrerá impactos e desequilíbrios que poderão culminar com a proliferação de determinados vetores (mosquitos e insetos). Recursos hídricos e disponibilidade de água - No que se refere ao aumento da temperatura deforma mais ampla, deve ser mencionado o possível impacto no abastecimento de água, rede que conta com mananciais de uma região interior do Estado do Ceará. Uma vez que as temperaturas aumentem, este abastecimento poderá ser prejudicado, ou mesmo interrompido, tendo como motivo o agravamento dos quadros de secas em todo o Estado do Ceará e maior consumo de água. Unidades de conservação/Áreas preservadas - As áreas verdes da cidade, embora possuam espécies adaptadas ao contexto climático do semiárido, também poderão ser impactadas pelo aumento da temperatura média sendo um dos principais riscos associados aos desequilíbrios ambientais causados pelo desaparecimento (por migração) de espécies mais sensíveis ao calor.
