Year Reported to CDP	Account Number	Organization	City	Country	CDP Region	Access	Climate hazard	Adaptation action	Action title	Status of action	Means of implementation	Co-benefit area	Sectors/areas adaptation action applies to	Action description and implementation progress	Finance status	Majority funding source	Currency used for reported financial information	Total cost of project	Total cost provided by the local government	Total cost provided by majority funding source	Web link	Population	Population Year	City Location	Last update
2020	31175	City of Paris	Paris	France	Europe	public	Biological hazards > Vector-borne disease	Biodiversity monitoring		Operation	Other, please specify: Researchs, studies, cooperation	Disaster preparedness; Disaster Risk Reduction; Improved public health	Public Health and Safety	Experts  within the city of Paris assess if some potentially harmful insects arrive in Paris (e.g. tiger mosquitoe)	Finance secured	Local	EUR Euro				https://www.paris.fr/pages/sante-environnementale-2082	2210875	2018	POINT (2.35222 48.8566)	2021-05-20T02:38:05.560
2020	60318	Prefeitura de Porto Velho	Porto Velho	Brazil	Latin America	public	Biological hazards > Water-borne disease	No action currently taken									BRL Brazilian Real					494	2014	POINT (-40.3776 -20.3338)	2021-05-20T02:38:05.560
2020	60320	Prefeitura de Presidente Prudente	Presidente Prudente	Brazil	Latin America	public	Wild fire > Land fire	No action currently taken		Operation				temos o monitoramento das queimadas por imagem de satélite fornecidos pelo INPE.	Seeking funding	Public-private partnership	BRL Brazilian Real					226	2017	POINT (-51.3856 -22.1276)	2021-05-20T02:38:05.560
2020	54088	City of Peterborough	Peterborough	Canada	North America	public	Flood and sea level rise > Flash / surface flood	Incorporating climate change into long-term planning documents	City of Peterborough Official Plan [Update]	Implementation	Infrastructure development; Policy and regulation	Disaster Risk Reduction; Enhanced resilience; Improved public health; Reduced GHG emissions; Shift to more sustainable behaviours	Building and Infrastructure; Spatial Planning	Guiding document that lays the roadmap for Peterborough until 2041. Climate change is taken into account within the Plan by promoting green infrastructure, a commitment to community GHG reduction, supporting renewable energy production, and active and public transit. The Plan is in the final stages of being adopted by City Council.	Pre-feasibility/impact assessment study status	Local	CAD Canadian Dollar	300000	300000	0	https://www.peterborough.ca/en/doing-business/resources/Documents/Official-Plan/Peterborough-Draft-5-OP-and-Schedules---watermark.pdf	82094	2016		2021-05-20T02:38:05.560
2020	13506	Nottingham City Council	Nottingham	United Kingdom of Great Britain and Northern Ireland	Europe	public	Flood and sea level rise > River flood	Flood defences – development and operation & storage	Flood Risk Management Plan	Other, please specify: As Lead Local Flood Authority, NCC hold a Flood Risk Management Plan identifying areas at risk and pipeline projects. Some projects have been completed to mitigate flood risk, others are programmed and are in scoping or pre-feasibility stage.	Assessment and evaluation activities; Development and implementation of action plan; Monitor activities; Stakeholder engagement	Enhanced resilience	Building and Infrastructure; Public Health and Safety	Flood Risk Management Plans identify areas at risk of flooding and outline a programme to improve flood risk. This is reviewed every 4 years. Multiple projects identified within this plan have been completed to date and further projects are on the pipeline to be completed.	Seeking funding	Public-private partnership	GBP Pound Sterling				n/a	332900	2019		2021-05-20T02:38:05.560
2020	50578	City of Windsor	Windsor	Canada	North America	public	Extreme Precipitation > Rain storm	Flood defences – development and operation & storage	Enhanced Sewer Maintenance & CCTV Program	Operation	Other, please specify: Maintenance	Enhanced resilience	Building and Infrastructure	Funding was increased to accelerate CCTV inspections.  The results of the CCTV inspections allow City staff to determine where repairs, rehabilitation or replacement is needed.  These results are also needed to enhance the asset management plan.	Finance secured	Local	CAD Canadian Dollar	600000	600000	600000		233763	2018	POINT (-83.0364 42.3149)	2021-05-20T02:38:05.560
2020	58595	Municipalidad de Belén	Belén	Costa Rica	Latin America	public	Wild fire > Land fire	Community engagement/education	Evaluación de terrenos con mayor riesgo de incendio y educación a la población.	Pre-implementation	Assessment and evaluation activities; Awareness raising program or campaign; Education; Stakeholder engagement	Disaster Risk Reduction; Improved resource quality (e.g. air, water); Reduced GHG emissions	Public Health and Safety; Water	Junto a Bomberos y Comisión Cantonal de Cambio Climático se ha trabajado para identificar los terrenos del cantón que normalmente se ven afectados por incendios en verano, para educar y concientizar a la población. Además de crear un plan de acción de intervención.	Finance secured	(Sub)national	CRC Costa Rican Colon	5000000	500000	4500000	https://belen.go.cr/estrategia-cantonal-de-cambio-climatico	24000	2017	POINT (-84.1503 10.0035)	2021-05-20T02:38:05.560
2020	63941	Broward County, FL	Broward	United States of America	North America	public	Flood and sea level rise > Permanent inundation	Flood mapping		Operation		Enhanced climate change adaptation; Enhanced resilience; Improved access to data for informed decision-making		Broward County is updating the 100 year community flood map for incorporation in the Land Use Plan to require finished floor elevations based on  future conditions groundwater levels, sea level rise, and future rainfall	Finance secured		USD US Dollar					1919644	2019	POINT (80.3659 26.1901)	2021-05-20T02:38:05.560
2020	59167	Municipalidad de Providencia	Providencia	Chile	Latin America	public	Chemical change > Atmospheric CO2 concentrations	Diversifying power/energy supply	Programa de generación distribuida residencial	Operation	Infrastructure development	Enhanced climate change adaptation; Greening the economy; Improved access to data for informed decision-making; Improved resource efficiency (e.g. food, water, energy); Reduced GHG emissions; Security of tenure; Shift to more sustainable behaviours; Social inclusion, social justice	Building and Infrastructure; Energy; Social Services	Paneles fotovoltaicos en dependencias municipales y residenciales (con proyecto de instalación en dependencias). En el sector turístico existe un taller de capacitación para informar sobre la existencia y funcionamiento de tal tecnología, además del sistema de Match para acercar proveedores con empresas en el suministro de energía.El costo total del proyecto solo incluye la compra e implementación de los paneles fotovoltaicos (no mantención).	Finance secured	Local	CLP Chilean Peso	3200	0	3200	http://firma.providencia.cl/dsign/cgi/sdoc.exe/sdoc/documentid=Bvq%2BGth%2FtnGzVRU2E%2BOSrA%3D%3D	142079	2017	POINT (-70.6092 -33.4313)	2021-05-20T02:38:05.560
2020	73712	Camilo Aldao		Argentina	Latin America	public	Extreme Precipitation > Rain storm	Tree planting and/or creation of green space	Forestación en zona periurbana	Pre-feasibility study/impact assessment		Disaster Risk Reduction; Enhanced climate change adaptation; Reduced GHG emissions		Se pretende forestar creando una cortina natural con un total de 1000 árboles en la zona noreste de la localidad ya que predominan los vientos durante todo el año.	Seeking funding	Other, please specify: Acción parcialmente financiada por el municipio. No se identificó aún una fuente de financiamiento complementaria.	USD US Dollar	32859.61	6571.92	26287.69		5209	2010		2021-05-20T02:38:05.560
2020	60114	City of Gdynia	Gdynia	Poland	Europe	public																246348	2019	POINT (18.5305 54.5189)	2021-05-20T02:38:05.560
2020	35893	City of Dar es Salaam	Dar es Salaam	United Republic of Tanzania	Africa	public	Flood and sea level rise > River flood	Restrict development in at risk areas	Dar es Salaam Metropolitan Development Project (DMDP)	Implementation	Development and implementation of action plan; Infrastructure development	Disaster preparedness; Disaster Risk Reduction; Enhanced climate change adaptation; Enhanced resilience; Greening the economy; Improved public health; Improved resource efficiency (e.g. food, water, energy); Improved resource quality (e.g. air, water); Improved resource security (e.g. food, water, energy); Poverty reduction / eradication; Reduced GHG emissions	Agriculture and Forestry; Building and Infrastructure; Business and Financial Service; Energy; Industry; Public Health and Safety; Social Services; Transport (Mobility); Waste; Water	Rehabilitation of storm water drainage and sewerage system: Improvements were undertaken by city.  However, a new wave of investment has led to construction of new structures in former empty spaces, including the construction of multiple‐use buildings that have increased demands for water supply and enlarged high‐capacity sewage pipes. The tonnage of solid and liquid waste generated has increased, demanding efficient solid and liquid waste management and monitoring services. On occasion, wide and deep storm water drains are appropriated by private homeowners, fenced in as part of their property, and sealed up, which causes waste back‐up problems among poorer neighbors	Finance secured	International (ODA)	TZS Tanzanian Shilling	764028000000	0	764028000000	http://documents.worldbank.org/curated/en/912021561399118615/pdf/Disclosable-Version-of-the-ISR-Dar-es-Salaam-Metropolitan-Development-Project-P123134-Sequence-No-09.pdf	6041000	2019	POINT (39.2083 -6.79235)	2021-05-20T02:38:05.560
