Year Reported to CDP	Account Number	Organization	City	Country	CDP Region	Access	City boundary	Type of target	Sector	Identify and explain sources that differ from the inventory	Target boundary relative to city boundary	Base year	Year of target introduction	Base year emissions (metric tonnes CO2e)	Percentage reduction target	Target year	Target year absolute emissions (metric tonnes CO2e)	Projected population in target year	Intensity unit (Emissions per)	Base year emissions per intensity unit (metric tonnes CO2e per denominator)	Estimated business as usual absolute emissions in target year (metric tonnes CO2e)	Percentage of target achieved so far	Select the initiatives that this target contributes towards	Description of the target and the modelling methodology(ies) and parameters used to define it	Does this target align with the global 1.5 - 2°c pathway set out in the Paris Agreement?	Does this target align or correspond to a requirement from a higher level of government?	Target description	Population	Population Year	City Location	Last update
2020	69995	Kemi	Kemi	Finland	Europe	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2007	2020	2221	80	2030	444.2					34	Global Covenant of Mayors for Climate & Energy		Yes - 1.5 °C	No	Council of Kemi has made a decision to join in (year 2020) The Towards Carbon Neutral Municipalities (Hinku) network, which brings together municipalities, businesses, citizens and experts to create and carry out solutions to reduce greenhouse gas emissions. The municipalities involved are committed to reduce greenhouse gas emissions more extensively and rapidly than EU targets require. The network aims to create solutions that have economic and social benefits as well as environmental advantages. Some Finnish regions are also involved in the Hinku network. The network is coordinated by the Finnish Environment Institute (SYKE). The municipalities in the network are committed to an 80% reduction in greenhouse gas emissions from 2007 levels by 2030.	20742	2020	POINT (24.5637 65.7364)	2021-05-20T02:33:48.460
2020	834126	Dobong-gu Municipal Government		Republic of Korea	East Asia	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2005	2005	1341564	40	2030	804938.4					30.62	Individual City Commitment		Do not know	Yes	"Dobong-gu will reduce the greenhouse has (GHG) emission by 40% by the year 2030, in comparison to 2005, according to the ""Response to Climate Change, Seoul's Commitment"" campaign."	336698	2019		2021-05-20T02:33:48.460
2020	36410	City of Memphis	Memphis	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Larger – covers the whole city and adjoining areas	2016	2019	17191915	71	2050	4985655.35								Do not know	No	The target relies on a number of recommended actions in the Energy, Transportation and Waste sectors.	651073	2019	POINT (-90.049 35.1495)	2021-05-20T02:33:48.460
2020	50359	Gobierno Municipal de León de los Aldamas	León de los Aldamas	Mexico	Latin America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory	Emisiones de Gases de Efecto Invernadero, permitirá la identificación de las actividades específicas hacia donde se requiere enfocar los esfuerzos de mitigación, y también el establecimiento de indicadores y metas para monitorear el progreso de su cumplimiento dentro de su programa de cambio climático, es por ello que es necesario agregar las fuentes IPUU y AFOLUAdiciones:  Procesos industriales y uso de productos (IPUU)Agricultura, silvicultura y otros usos de suelo (AFOLU).	Administrative - covers only emission sources owned and operated by city administration	2017	2020	2653478									Deadline 2020 - Delivering the 1.5 degree ambition of the Paris Agreement in a resilient, inclusive way; EcoMobility Alliance; Global Covenant of Mayors for Climate & Energy; ICLEI’s Green Climate Cities Program; Individual City Commitment; One Planet City Challenge		Yes - 1.5 °C	Yes, but it exceeds its scale or requirement		1578626	2015	POINT (-101.684 21.1221)	2021-05-20T02:33:48.460
2020	49333	City of Louisville, KY	Louisville	United States of America	North America	public	Other, please specify: Consolidated city-county government	Baseline scenario (business as usual) target	All emissions sources included in city inventory	N/A	Same – covers entire city and nothing else	2016	2018	16000537	80	2050					18766066			Under a business-as-usual scenario, emissions in Louisville Metro are expected to rise by approximately 17% by 2050, reaching a total of 18,766,066 tCO2e. If Louisville is successful in reducing its emissions by 80% by 2050, remaining GHG emissions will be less than 3,753,853 tCO2e.	Yes - 2 °C	No	We are just getting started and anticipate that incremental progress will be made year on year with larger reductions to come in a step manner over the next 30 years.	765352	2016	POINT (-85.6784 38.196)	2021-05-20T02:33:48.460
2020	31117	City of Toronto	Toronto	Canada	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	1990	2017	27051617	30	2020	18936131.9					100	Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	Yes, but it exceeds its scale or requirement	TransformTO is Toronto’s climate action strategy to reduce local greenhouse gas emissions, increase climate resilience, improve our health, grow our economy, and improve social equity. In October 2019, Toronto City Council declared a climate emergency, deepening the City's commitment to addressing climate change. As part of the climate emergency declaration, Toronto's long-term greenhouse gas (GHG) reduction target was revised. The City's new targets (based on 1990 levels) are: 30 per cent by 2020 65 per cent by 2030 Net zero by 2050, or soonerAchieving these targets will require transformational changes in how we live, work, build and commute, and everyone will have a role in transforming Toronto into a low-carbon city.For more information on TranformTO please see link attached:https://www.toronto.ca/services-payments/water-environment/environmentally-friendly-city-initiatives/transformto/TransformTO supports Council's Strategic Action Plan. See:  https://www.toronto.ca/wp-content/uploads/2018/01/960a-strategicplan-AODA.pdfFor more details on how we are addressing these goals please see the climate emergency declaration in the link below:http://app.toronto.ca/tmmis/viewAgendaItemHistory.doitem=2019.MM10.3Please see link below for the TransformTO report:http://app.toronto.ca/tmmis/viewAgendaItemHistory.doitem=2017.PE19.4	2919971	2018	POINT (-79.3832 43.6532)	2021-05-20T02:33:48.460
2020	43934	City of Perth	Perth	Australia	Southeast Asia and Oceania	public	City / Municipality	Baseline scenario (business as usual) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2006	2014	966600	30	2030					1196000				No	No	The City's target would support Australia's NDC as it is more ambitious than the NDC currently. The City of Perth's current city-wide emission reduction target was developed before the Paris Agreement in 2015, and does not currently align with the global 1.5 - 2 degrees pathway.	32233	2020	POINT (115.861 -31.9526)	2021-05-20T02:33:48.460
2020	60267	Prefeitura de Guarujá	Guarujá	Brazil	Latin America	public	City / Municipality	No target																				290752	2010	POINT (-46.2569 -23.9946)	2021-05-20T02:33:48.460
2020	845299	San Sebastián de Mariquita		Colombia	Latin America	public	City / Municipality	No target																				38566	2019		2021-05-20T02:33:48.460
2020	54697	Prefeitura Municipal de Cerquilho	Cerquilho	Brazil	Latin America	public	City / Municipality	No target																				39617	2010	POINT (-47.7463 -23.167)	2021-05-20T02:33:48.460
2020	73530	Town of Lexington, MA	Lexington, MA	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	Energy		Same – covers entire city and nothing else	2012	2018	338711	100	2035	0					14			Yes - 2 °C	Yes, but it exceeds its scale or requirement	This target is for all residential, commercial and municipal buildings.	31394	2010	POINT (-71.2269 42.4443)	2021-05-20T02:33:48.460
2020	54696	XIV Ayuntamiento de La Paz	La Paz	Mexico	Latin America	public	Other, please specify: Ciudad Capital	Base year emissions (absolute) target	All emissions sources included in city inventory	El inventario de emisiones para el Estado de Baja California Sur fue elaborado para el año base 2014, y considera la estimación de emisiones de contaminantes criterio (PM10, PM2.5, SO2, NOx, CO, COV y NH3) para fuentes fijas, de área, móviles carreteras y no carreteras, así como naturales a nivel municipal.Si se consideran únicamente las emisiones antropogénicas, es decir, aquellas generadas por las activida-des humanas y sobre las que se puede tener alguna intervención para su control, los resultados muestran lo siguiente:1. Por fuente de emisión:Fijas.- Principal fuente de emisión de bióxido de azufre (SO2), 92%.Área.- Principal fuente emisora de PM10, 82%; PM2.5, 61%; y, amoniaco (NH3), 95%; además del se-gundo lugar en emisión de compuestos orgánicos volátiles (COV), 39%.Móviles.- Primera fuente emisora de monóxido de carbono (CO), 93%; y, óxidos de nitrógeno (NOx) y compuestos orgánicos volátiles (COV), con el 59% cada uno.2. Por contaminante:PM10.- Caminos no pavimentados, 45%; caminos pavimentados, 27%; y, generación de energía eléc-trica, 9%.PM2.5.- Caminos pavimentados, 21%; generación de energía eléctrica, 19%; e incendios forestales, 15%.SO2.- Generación de energía eléctrica, 92%; y, embarcaciones marítimas, 5%.NOx.- Generación de energía eléctrica, 33%; camionetas y pick up, 32%; y, autos particulares y taxis, 17%.COV.- Camionetas y pick up, 33%; autos particulares y taxis, 21%; manejo y distribución de gas L.P., 10%.CO.- Camionetas	Larger – covers the whole city and adjoining areas	2019	2027		80										Do not know	Yes, but it exceeds its scale or requirement	El Programa de Gestión para Mejorar la Calidad del Aire del Estado de Baja California Sur tiene el objetivo fundamental el instrumentar acciones para reducir los niveles de contaminantes del aire que implican riesgos en la salud de la población. Los beneficios sociales de reducir la contamina-ción del aire no solamente se traducen en una mejora en la salud de la población, sino también en un ahorro en los gastos que incurre el sector salud. Los costos relacionados con la atención de los in-crementos en enfermedades y de muertes prematuras se podrían reducir ostensiblemente si se cum-pliera con las normas mexicanas de calidad del aire para la protección de la salud. Además, mejorar la calidad del aire contribuye a garantizar el derecho de toda persona a un medio ambiente sano para su desarrollo y bienestar, consagrado en el Artículo 4to. de la Constitución Política de los Estados Unidos Mexicanos.	215178	2010		2021-05-20T02:33:48.460
2020	73759	Jambi City		Indonesia	Southeast Asia and Oceania	public	City / Municipality	No target																				604378	2019		2021-05-20T02:33:48.460
2020	60546	Nanjing Municipal People's Government	Nanjing	China	East Asia	public	City / Municipality	Base year intensity target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2015				2020			Metric tonnes of CO2e per unit GDP									8500000	2019	POINT (118.797 32.0603)	2021-05-20T02:33:48.460
2020	54293	People's Government of Guangzhou Municipality	Guangzhou	China	East Asia	public	City / Municipality	Base year intensity target	Energy		Same – covers entire city and nothing else	2015				2020			Metric tonnes of CO2e per unit GDP									14904400	2018	POINT (113.264 23.1291)	2021-05-20T02:33:48.460
